Algorithm,TransferFunction,BestFitness_mean,BestFitness_std,Accuracy_mean,Accuracy_std,Error_mean,Error_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,MCC_mean,MCC_std,F1_mean,F1_std,NumFeatures_mean,NumFeatures_std,Time_mean,Time_std
bGWO-XGBOOST,v1,0.021622,0.045047,0.979048,0.047682,0.020952,0.047682,1.000000,0.000000,0.957143,0.096421,0.966667,0.074994,0.961823,0.085914,0.981618,0.041775,3.400000,1.264911,14.998560,1.429711
bHHO-XGBOOST,v1,0.075506,0.065923,0.922381,0.070131,0.077619,0.070131,0.930357,0.073603,0.914286,0.099887,0.922421,0.085665,0.848638,0.137572,0.924451,0.067753,3.500000,1.649916,24.971802,2.425519
bJADE-XGBOOST,v1,0.040446,0.047443,0.964762,0.050155,0.035238,0.050155,0.946429,0.069416,0.985714,0.045175,0.985714,0.045175,0.932134,0.098374,0.964689,0.050272,13.800000,2.820559,26.304251,0.926445
bLRRIME-XGBOOST,v1,0.029214,0.035546,0.971429,0.036886,0.028571,0.036886,0.985714,0.045175,0.957143,0.069007,0.962500,0.060381,0.946410,0.069184,0.972308,0.035873,4.100000,1.523884,19.694715,1.003345
bRIME-XGBOOST,v1,0.028610,0.047346,0.971905,0.049510,0.028095,0.049510,0.958929,0.066310,0.985714,0.045175,0.985714,0.045175,0.945531,0.097490,0.971355,0.050072,3.800000,1.475730,14.575551,1.023200
bSADE-XGBOOST,v1,0.034517,0.037086,0.971429,0.036886,0.028571,0.036886,0.971429,0.060234,0.971429,0.060234,0.975000,0.052705,0.946410,0.069184,0.971282,0.037232,14.600000,4.788876,25.555293,1.346717
bSHADE-XGBOOST,v1,0.054672,0.056429,0.950000,0.058805,0.050000,0.058805,0.957143,0.069007,0.940476,0.102409,0.952381,0.081282,0.905236,0.111548,0.951947,0.056013,14.200000,7.161626,26.444950,1.582424
